
Distancia Quantidade          Frequencia
1,00      ;        22;        0,0044444446;
2,00      ;        50;        0,0101010101;
3,00      ;        70;        0,0141414143;
4,00      ;       111;        0,0224242415;
5,00      ;       158;        0,0319191925;
6,00      ;       216;        0,0436363630;
7,00      ;       262;        0,0529292934;
8,00      ;       307;        0,0620202012;
9,00      ;       329;        0,0664646477;
10,00     ;       317;        0,0640404075;
11,00     ;       324;        0,0654545426;
12,00     ;       348;        0,0703030303;
13,00     ;       313;        0,0632323250;
14,00     ;       279;        0,0563636348;
15,00     ;       306;        0,0618181825;
16,00     ;       272;        0,0549494959;
17,00     ;       209;        0,0422222205;
18,00     ;       205;        0,0414141417;
19,00     ;       182;        0,0367676765;
20,00     ;       126;        0,0254545454;
21,00     ;       103;        0,0208080802;
22,00     ;        98;        0,0197979789;
23,00     ;        70;        0,0141414143;
24,00     ;        66;        0,0133333337;
25,00     ;        52;        0,0105050504;
26,00     ;        32;        0,0064646467;
27,00     ;        24;        0,0048484849;
28,00     ;        29;        0,0058585857;
29,00     ;        20;        0,0040404042;
30,00     ;        20;        0,0040404042;
31,00     ;         8;        0,0016161617;
32,00     ;         5;        0,0010101011;
33,00     ;         5;        0,0010101011;
34,00     ;         5;        0,0010101011;
35,00     ;         3;        0,0006060606;
36,00     ;         1;        0,0002020202;
37,00     ;         1;        0,0002020202;
38,00     ;         1;        0,0002020202;
40,00     ;         1;        0,0002020202;

O numero de distancias e: 4950.0
{15.0=612, 29.0=40, 3.0=140, 20.0=252, 2.0=100, 28.0=58, 40.0=2, 11.0=648, 21.0=206, 4.0=222, 31.0=16, 14.0=558, 22.0=196, 30.0=40, 6.0=432, 23.0=140, 10.0=634, 16.0=544, 34.0=10, 25.0=104, 13.0=626, 35.0=6, 17.0=418, 9.0=658, 32.0=10, 24.0=132, 33.0=10, 1.0=44, 38.0=2, 18.0=410, 12.0=696, 5.0=316, 27.0=48, 36.0=2, 8.0=614, 7.0=524, 19.0=364, 37.0=2, 26.0=64}

A distancia media e: 13.019192
