
Distancia Quantidade          Frequencia
1,00      ;     22293;        0,0000178348;
2,00      ;     75198;        0,0000601596;
3,00      ;    199999;        0,0001600025;
4,00      ;    470375;        0,0003763077;
5,00      ;   1156464;        0,0009251902;
6,00      ;   2704804;        0,0021638875;
7,00      ;   5916489;        0,0047332882;
8,00      ;  11718613;        0,0093750823;
9,00      ;  20383596;        0,0163072105;
10,00     ;  30828898;        0,0246636234;
11,00     ;  40597449;        0,0324786231;
12,00     ;  47137289;        0,0377106033;
13,00     ;  49554142;        0,0396441258;
14,00     ;  48888427;        0,0391115434;
15,00     ;  47027883;        0,0376230776;
16,00     ;  45403900;        0,0363238640;
17,00     ;  44500529;        0,0356011502;
18,00     ;  44189085;        0,0353519917;
19,00     ;  44278057;        0,0354231708;
20,00     ;  44570152;        0,0356568508;
21,00     ;  44877118;        0,0359024331;
22,00     ;  45013295;        0,0360113755;
23,00     ;  44849464;        0,0358803049;
24,00     ;  44173413;        0,0353394523;
25,00     ;  42818406;        0,0342554264;
26,00     ;  40726925;        0,0325822048;
27,00     ;  38044910;        0,0304365531;
28,00     ;  35075288;        0,0280608051;
29,00     ;  32181753;        0,0257459283;
30,00     ;  29598341;        0,0236791577;
31,00     ;  27367939;        0,0218947995;
32,00     ;  25465470;        0,0203727931;
33,00     ;  23730565;        0,0189848393;
34,00     ;  22091898;        0,0176738799;
35,00     ;  20494520;        0,0163959526;
36,00     ;  18950984;        0,0151610980;
37,00     ;  17471350;        0,0139773665;
38,00     ;  16043998;        0,0128354616;
39,00     ;  14682481;        0,0117462249;
40,00     ;  13365290;        0,0106924511;
41,00     ;  12099515;        0,0096798101;
42,00     ;  10924605;        0,0087398626;
43,00     ;   9862224;        0,0078899404;
44,00     ;   8926893;        0,0071416604;
45,00     ;   8092501;        0,0064741336;
46,00     ;   7343420;        0,0058748564;
47,00     ;   6660148;        0,0053282273;
48,00     ;   6037511;        0,0048301076;
49,00     ;   5468139;        0,0043746009;
50,00     ;   4949410;        0,0039596092;
51,00     ;   4475006;        0,0035800780;
52,00     ;   4032540;        0,0032260981;
53,00     ;   3629875;        0,0029039595;
54,00     ;   3269654;        0,0026157768;
55,00     ;   2946047;        0,0023568859;
56,00     ;   2647740;        0,0021182355;
57,00     ;   2381222;        0,0019050166;
58,00     ;   2136272;        0,0017090526;
59,00     ;   1917009;        0,0015336386;
60,00     ;   1717154;        0,0013737513;
61,00     ;   1534234;        0,0012274124;
62,00     ;   1371739;        0,0010974137;
63,00     ;   1229028;        0,0009832425;
64,00     ;   1106669;        0,0008853533;
65,00     ;    995619;        0,0007965115;
66,00     ;    890321;        0,0007122714;
67,00     ;    793956;        0,0006351778;
68,00     ;    702436;        0,0005619603;
69,00     ;    622670;        0,0004981462;
70,00     ;    548294;        0,0004386442;
71,00     ;    481302;        0,0003850495;
72,00     ;    422631;        0,0003381117;
73,00     ;    370376;        0,0002963069;
74,00     ;    325133;        0,0002601117;
75,00     ;    285620;        0,0002285007;
76,00     ;    250933;        0,0002007505;
77,00     ;    221496;        0,0001772004;
78,00     ;    196848;        0,0001574816;
79,00     ;    176299;        0,0001410421;
80,00     ;    158108;        0,0001264890;
81,00     ;    141646;        0,0001133191;
82,00     ;    125883;        0,0001007085;
83,00     ;    110519;        0,0000884170;
84,00     ;     94938;        0,0000759520;
85,00     ;     80808;        0,0000646477;
86,00     ;     69209;        0,0000553683;
87,00     ;     59826;        0,0000478618;
88,00     ;     52102;        0,0000416825;
89,00     ;     46009;        0,0000368080;
90,00     ;     40780;        0,0000326247;
91,00     ;     37403;        0,0000299230;
92,00     ;     34880;        0,0000279046;
93,00     ;     31680;        0,0000253445;
94,00     ;     28368;        0,0000226949;
95,00     ;     24357;        0,0000194860;
96,00     ;     20326;        0,0000162611;
97,00     ;     17503;        0,0000140027;
98,00     ;     14862;        0,0000118898;
99,00     ;     12833;        0,0000102666;
100,00    ;     10923;        0,0000087386;
101,00    ;      9427;        0,0000075418;
102,00    ;      8232;        0,0000065857;
103,00    ;      7553;        0,0000060425;
104,00    ;      6543;        0,0000052345;
105,00    ;      5828;        0,0000046625;
106,00    ;      5001;        0,0000040009;
107,00    ;      4385;        0,0000035081;
108,00    ;      3869;        0,0000030953;
109,00    ;      3159;        0,0000025273;
110,00    ;      2735;        0,0000021880;
111,00    ;      2310;        0,0000018480;
112,00    ;      1872;        0,0000014976;
113,00    ;      1641;        0,0000013128;
114,00    ;      1389;        0,0000011112;
115,00    ;      1221;        0,0000009768;
116,00    ;      1054;        0,0000008432;
117,00    ;       882;        0,0000007056;
118,00    ;       785;        0,0000006280;
119,00    ;       700;        0,0000005600;
120,00    ;       618;        0,0000004944;
121,00    ;       505;        0,0000004040;
122,00    ;       388;        0,0000003104;
123,00    ;       353;        0,0000002824;
124,00    ;       320;        0,0000002560;
125,00    ;       270;        0,0000002160;
126,00    ;       207;        0,0000001656;
127,00    ;       171;        0,0000001368;
128,00    ;       159;        0,0000001272;
129,00    ;       145;        0,0000001160;
130,00    ;       136;        0,0000001088;
131,00    ;        95;        0,0000000760;
132,00    ;        91;        0,0000000728;
133,00    ;        60;        0,0000000480;
134,00    ;        70;        0,0000000560;
135,00    ;        43;        0,0000000344;
136,00    ;        51;        0,0000000408;
137,00    ;        41;        0,0000000328;
138,00    ;        38;        0,0000000304;
139,00    ;        33;        0,0000000264;
140,00    ;        19;        0,0000000152;
141,00    ;        19;        0,0000000152;
142,00    ;         5;        0,0000000040;
143,00    ;        13;        0,0000000104;
144,00    ;        13;        0,0000000104;
145,00    ;         4;        0,0000000032;
146,00    ;         4;        0,0000000032;
147,00    ;         8;        0,0000000064;
148,00    ;         8;        0,0000000064;
149,00    ;         5;        0,0000000040;
150,00    ;         3;        0,0000000024;
151,00    ;         5;        0,0000000040;
152,00    ;         4;        0,0000000032;
153,00    ;         2;        0,0000000016;
154,00    ;         1;        0,0000000008;
155,00    ;         1;        0,0000000008;
158,00    ;         1;        0,0000000008;
161,00    ;         1;        0,0000000008;
162,00    ;         1;        0,0000000008;
165,00    ;         1;        0,0000000008;

O numero de distancias e: 1.2499744E9
